id z dz m dm
Frodo 0.7329239845 0.0 23.70605 0.134
Gabi 1.117462993 0.0 25.0639 0.1649
Koekemoer 1.227331042 0.0 25.28615 0.19155
Lancaster 1.227331042 0.0 25.4985 0.17085
Manipogo 0.8517810106 0.0 24.3128 0.21455
Mcguire 1.367164016 0.0 25.5159 0.1622
Ombo 0.9728360176 0.0 24.7061 0.13985
Patuxent 0.9676420093 0.0 25.11545 0.26175
Rakke 0.7379180193 0.0 23.8446 0.12605
Sasquatch 1.387140036 0.0 25.36305 0.20125
Thoth 1.302240968 0.0 25.2642 0.235
Vilas 0.9326840043 0.0 24.2666 0.1658
SCP05D0 1.011590004 0.0 24.85445 0.2291
SCP05D6 1.312229037 0.0 25.54235 0.1987
SCP06C0 1.089496017 0.0 24.63835 0.26405
